tree_id,sentence,has_trace,n_deps,final_labels_str
82,do you know that?,False,0,NONE
83,"oh, I 'm sorry.",False,0,NONE
84,I was crossing the street.,False,0,NONE
85,I was crossing the street.,False,0,NONE
86,what?,False,0,NONE
87,how will I get to the other side?,True,1,MQ_ADJUNCT
88,yes.,False,0,NONE
89,what do you have to do when you cross the street?,True,2,EQ_ADJUNCT;MQ_OBJ
90,"that's right, you look both ways.",False,0,NONE
91,"no, you don't kick cars, do you?",False,0,NONE
92,because you'll injure yourself and you'll hurt the car.,False,0,NONE
93,tell you a story?,False,0,NONE
94,why don't you tell us a story?,True,1,MQ_ADJUNCT
95,tell Ursula where you went yesterday.,True,1,EQ_ADJUNCT
96,where did you see boats?,True,1,MQ_ADJUNCT
97,where were you?,True,1,MQ_ADJUNCT
98,what else did you see.,True,1,MQ_OBJ
99,some kind of bug.,False,0,NONE
100,you willn't have any more tape.,False,0,NONE
101,"Adam, where did you see the boats?",True,1,MQ_ADJUNCT
102,tell Ursula where you went yesterday.,True,1,EQ_ADJUNCT
103,"where were you, Adam?",True,1,MQ_ADJUNCT
104,you don't know?,False,0,NONE
105,were you lost?,False,0,NONE
106,were you lost?,False,0,NONE
107,what is that?,True,1,MQ_OBJ
108,see if it can fly.,True,1,EQ_POLAR
109,what?,False,0,NONE
110,that's a duck.,False,0,NONE
111,what about the tail?,False,0,NONE
112,that's a duck?,False,0,NONE
113,in the water?,False,0,NONE
114,what does the duck do in the water?,True,1,MQ_OBJ
115,he's swimming.,False,0,NONE
116,"oh, on Paul.",False,0,NONE
117,it might frighten Paul.,False,0,NONE
118,"no, we already have a road.",False,0,NONE
119,a street light.,False,0,NONE
120,with that.,False,0,NONE
121,how can I make a street light?,True,1,MQ_ADJUNCT
122,you show me how and I'll make a street light.,False,0,NONE
123,you show me how.,False,0,NONE
124,a steam shovel!,False,0,NONE
125,I 'm making a street light.,False,0,NONE
126,"I don't think we need another one, do we?",False,0,NONE
127,mmhm.,False,0,NONE
128,yes.,False,0,NONE
129,don't you think Robin has to look both ways when he crosses the,True,1,EQ_ADJUNCT
130,you don't?,False,0,NONE
131,you have to.,False,0,NONE
132,because if you don't look both ways a car might come one way and hit,True,2,EQ_POLAR
133,do I want you to do what?,False,0,NONE
134,"no, that's not nice to do.",False,0,NONE
135,"you wouldn't want anybody to kick your car, would you?",False,0,NONE
136,I don't know.,False,0,NONE
137,that's a convertible.,False,0,NONE
138,"well, it doesn't seem to have a top.",False,0,NONE
139,we only need two in a block.,False,0,NONE
140,you didn't tell Ursula where you went yesterday and what else,True,1,EQ_ADJUNCT
141,ducks.,False,0,NONE
142,you just said you saw ducks.,False,0,NONE
143,what else did you see?,True,1,MQ_OBJ
144,where did you see the ducks?,True,1,MQ_ADJUNCT
145,at the river?,False,0,NONE
146,was that a river?,False,0,NONE
147,where was the water?,True,1,MQ_ADJUNCT
148,statues.,False,0,NONE
149,what else?,False,0,NONE
150,pictures.,False,0,NONE
151,I know where you went.,True,1,EQ_ADJUNCT
152,did you see a boat with a swan in back of it?,False,0,NONE
153,did you answer Ursula?,False,0,NONE
154,did you tell Ursula?,False,0,NONE
155,did you see that boat with the swan in back?,False,0,NONE
156,did you go on the boat?,False,0,NONE
157,alright.,False,0,NONE
158,"where was the swan boat, Adam?",True,1,MQ_ADJUNCT
159,do you know where the swan boat was?,True,1,EQ_ADJUNCT
160,you broke another one?,False,0,NONE
161,"oh no, I don't think he'll give you another one.",False,0,NONE
162,you go put it up.,False,0,NONE
163,let me show you how.,False,0,NONE
164,you put this part on the floor.,False,0,NONE
165,yes.,False,0,NONE
166,you've used up all of the tape.,False,0,NONE
167,mmhm.,False,0,NONE
168,"oh, I don't think so.",False,0,NONE
169,alligator?,False,0,NONE
170,open the alligator?,False,0,NONE
171,what's an alligator?,True,1,MQ_SUBJ
172,you mean elevator.,False,0,NONE
173,oh.,False,0,NONE
174,elevator.,False,0,NONE
175,elevator.,False,0,NONE
176,what's an alligator?,True,1,MQ_SUBJ
177,what's an alligator?,True,1,MQ_SUBJ
178,what's an alligator?,True,1,MQ_OBJ
179,elevator.,False,0,NONE
180,when you take it off it doesn't go back so well because some of,False,0,NONE
181,put what up?,False,0,NONE
182,why don't you tell me that story?,True,1,MQ_ADJUNCT
183,"you read it to me, ok?",False,0,NONE
184,you read it to me.,False,0,NONE
185,you read it to me.,False,0,NONE
186,what's this doggie's name?,True,1,MQ_SUBJ
187,what kind of doggie was he?,True,1,MQ_OBJ
188,did he have lots of friends or was he lonely?,False,0,NONE
189,what kind of house did he live in?,True,1,MQ_OBJ
190,"oh, a barn.",False,0,NONE
191,did he have something pretty to wear?,False,0,NONE
192,what did he have?,True,1,MQ_OBJ
193,coat.,False,0,NONE
194,and he had to wear it when it was,False,0,NONE
195,and he had,False,0,NONE
196,what kind of bed did he sleep on?,True,1,MQ_OBJ
197,was that a soft bed or a hard bed?,False,0,NONE
198,what kind of yard did he have?,True,1,MQ_OBJ
199,was it a big yard or a small yard?,False,0,NONE
200,yes.,False,0,NONE
201,why was Peppy lonely?,True,1,MQ_ADJUNCT
202,Peppy wished to,False,0,NONE
203,a big moving truck.,False,0,NONE
204,you read that story to me.,False,0,NONE
205,who is that?,True,1,MQ_OBJ
206,baby who?,False,0,NONE
207,who?,False,0,NONE
208,what's this?,True,1,MQ_OBJ
209,is that a pony?,False,0,NONE
210,is that a zebra?,False,0,NONE
211,or a donkey.,False,0,NONE
212,those are the wise men.,False,0,NONE
213,what are these?,True,1,MQ_OBJ
214,gifts.,False,0,NONE
215,who is this?,True,1,MQ_OBJ
216,I don't think you need a rifle.,False,0,NONE
217,what would you do with it?,True,1,MQ_OBJ
218,can you blow it?,False,0,NONE
219,can you make the windmill go?,False,0,NONE
220,the other one is broken.,False,0,NONE
221,"ok, Adam.",False,0,NONE
222,can you blow it?,False,0,NONE
223,yes.,False,0,NONE
224,blow it sideways.,False,0,NONE
225,the pin is broken.,False,0,NONE
226,I'll have to get a better pin.,False,0,NONE
227,blow it on the side.,False,0,NONE
228,there it goes.,False,0,NONE
229,did you say thank you?,False,0,NONE
230,sure.,False,0,NONE
231,"Adam, how does your Daddy shave?",True,1,MQ_ADJUNCT
232,with what?,False,0,NONE
233,he does.,False,0,NONE
234,ask your Mother if it's alright for you to play with this,True,1,EQ_POLAR
235,yes.,False,0,NONE
236,what is it?,True,1,MQ_OBJ
237,what else?,False,0,NONE
238,you open it.,False,0,NONE
239,"what do you find, Adam?",True,1,MQ_OBJ
240,and what else?,False,0,NONE
241,yes.,False,0,NONE
242,here.,False,0,NONE
243,I can take the top off.,False,0,NONE
244,"let's see, Adam.",False,0,NONE
245,you going to show it to Ursula?,False,0,NONE
246,why not?,False,0,NONE
247,what is it?,True,1,MQ_OBJ
248,you don't like shaving cream?,False,0,NONE
249,do you know what they call these?,True,1,EQ_OBJ
250,do you know where they go?,True,1,EQ_ADJUNCT
251,where do they go?,True,1,MQ_ADJUNCT
252,you do remember where,False,0,NONE
253,that's right.,False,0,NONE
254,except you have to punch these holes a little.,False,0,NONE
255,do you want me squeeze it?,False,0,NONE
256,are you going to shave?,False,0,NONE
257,if you're going to shave I think you'd better put your blade in,True,1,EQ_POLAR
258,that's a little?,False,0,NONE
259,"well, you take it and put it in on your face.",False,0,NONE
260,isn't that what your Daddy does?,True,1,EQ_OBJ
261,here's a mirror.,False,0,NONE
262,on your face.,False,0,NONE
263,see that little boy?,False,0,NONE
264,"what're you doing, Adam?",True,1,MQ_OBJ
265,don't you think he's too young?,False,0,NONE
266,"let me see how you shave, Adam.",True,1,EQ_ADJUNCT
267,do you think I should shave?,False,0,NONE
268,"well, you get it.",False,0,NONE
269,they're in your box there.,False,0,NONE
270,that's right.,False,0,NONE
271,don't you look in the mirror when you shave?,True,1,EQ_ADJUNCT
272,you'll have to take it off.,False,0,NONE
273,now go look in the mirror.,False,0,NONE
274,did you get all the shaving cream off?,False,0,NONE
275,go out and get a paper towel.,False,0,NONE
276,where did you see ant?,True,1,MQ_ADJUNCT
277,over there?,False,0,NONE
278,"oh no, that's a fly.",False,0,NONE
279,I guess from the open window out there in the hall.,False,0,NONE
280,"oh yes, I see it.",False,0,NONE
281,want a little water?,False,0,NONE
282,if you're careful you may have some water.,True,1,EQ_POLAR
283,where?,False,0,NONE
284,he didn't.,False,0,NONE
285,he scratched himself.,False,0,NONE
286,you fell down on something.,False,0,NONE
287,I don't know.,False,0,NONE
288,you're not too big.,False,0,NONE
289,why not?,False,0,NONE
290,when did you shave just like Daddy?,True,1,MQ_ADJUNCT
291,"oh no, that's where your razor was.",True,1,EQ_ADJUNCT
292,that's right.,False,0,NONE
293,I didn't have,False,0,NONE
294,"on your chin, that's right.",False,0,NONE
295,not down your neck.,False,0,NONE
296,"well, use your paper towel and take it off your finger.",False,0,NONE
297,what's your Daddy going to say when he finds shaving cream behind,True,1,EQ_ADJUNCT
298,did you take the water out?,False,0,NONE
299,tomorrow?,False,0,NONE
300,now you may put it in.,False,0,NONE
301,"whoops, you had an accident.",False,0,NONE
302,don't have an accident?,False,0,NONE
303,"oh, we put it in the wrong way.",False,0,NONE
304,shall I close the box?,False,0,NONE
305,"no, not in there, in the other bag, Adam.",False,0,NONE
306,yes.,False,0,NONE
307,I like it.,False,0,NONE
308,aren't you going to drink your juice first?,False,0,NONE
309,what're you drinking?,True,1,MQ_OBJ
310,is your juice chewy?,False,0,NONE
311,your what?,False,0,NONE
312,your glass is chewy?,False,0,NONE
313,"Adam, what did you do yesterday afternoon?",True,1,MQ_OBJ
314,what's that?,True,1,MQ_OBJ
315,what else?,False,0,NONE
316,"he is, why?",False,0,NONE
317,"yes, why?",False,0,NONE
318,he did.,False,0,NONE
319,what else?,False,0,NONE
320,what's this?,True,1,MQ_OBJ
321,that's a bird and a tree.,False,0,NONE
322,I don't know.,False,0,NONE
323,what is that?,True,1,MQ_OBJ
324,Adam?,False,0,NONE
325,that's Adam too?,False,0,NONE
326,what about this?,False,0,NONE
327,is that a new shirt?,False,0,NONE
328,I don't know.,False,0,NONE
329,what was it?,True,1,MQ_OBJ
330,where's the baby stuck?,True,1,MQ_ADJUNCT
331,baby duck.,False,0,NONE
332,it's a baby duck?,False,0,NONE
333,did you tell Ursula where you went yesterday afternoon?,True,1,EQ_ADJUNCT
334,you saw boats?,False,0,NONE
335,what else?,False,0,NONE
336,did you see a birdhouse?,False,0,NONE
337,did you see a castle for birds?,False,0,NONE
338,did you see a swan?,False,0,NONE
339,yes?,False,0,NONE
340,and trees?,False,0,NONE
341,they're made like trees.,False,0,NONE
342,what?,False,0,NONE
343,alright.,False,0,NONE
344,one minute.,False,0,NONE
345,what?,False,0,NONE
346,don't look.,False,0,NONE
347,alright.,False,0,NONE
348,please.,False,0,NONE
349,do you know what this is?,True,1,EQ_ADJUNCT
350,that's a ring.,False,0,NONE
351,yeah.,False,0,NONE
352,you hold the ring in your hand.,False,0,NONE
353,what happens?,True,1,MQ_SUBJ
354,what did you do?,True,1,MQ_OBJ
355,what is it?,True,1,MQ_OBJ
356,put the horse in your hand and let's see if the same thing happens.,True,1,EQ_POLAR
357,what does the horse do?,True,1,MQ_OBJ
358,he what?,False,0,NONE
359,let's do some tricks.,False,0,NONE
360,do you want him to run?,False,0,NONE
361,where's a bird?,True,1,MQ_ADJUNCT
362,a house_birdc.,False,0,NONE
363,"what kind of bird is a house_birdc, Adam?",True,1,MQ_OBJ
364,what's a house_birdc?,True,1,MQ_OBJ
365,"yes, what a house_birdc is.",False,0,NONE
366,what?,False,0,NONE
367,hi.,False,0,NONE
368,"they are what, Adam?",False,0,NONE
369,what is he doing?,True,1,MQ_OBJ
370,what?,False,0,NONE
371,decoration?,False,0,NONE
372,Smith's barn.,False,0,NONE
373,Smith's.,False,0,NONE
374,who are you?,True,1,MQ_OBJ
375,"another, again.",False,0,NONE
376,"no, there's nothing in that one.",False,0,NONE
377,"not in this one, no.",False,0,NONE
378,the other one.,False,0,NONE
379,it's my purse.,False,0,NONE
380,nothing happened to it.,False,0,NONE
381,"oh, we can make the toys stand up.",False,0,NONE
382,yes.,False,0,NONE
383,now he stands up.,False,0,NONE
384,what happened?,True,1,MQ_SUBJ
385,did you break it off yourself?,False,0,NONE
386,make a what?,False,0,NONE
387,"Adam, what's a house_birdc?",True,1,MQ_OBJ
388,I said what is a house_birdc?,True,1,EQ_OBJ
389,bird.,False,0,NONE
390,"no, that willn't fit around there.",False,0,NONE
391,take it back and find the other parts of it.,False,0,NONE
392,"do you know where the little stick is, Adam?",True,1,EQ_ADJUNCT
393,yes.,False,0,NONE
394,mmhm.,False,0,NONE
395,"he's dancing, look at this.",False,0,NONE
396,we finished our game.,False,0,NONE
397,you want to do it again?,False,0,NONE
398,you want to show it to your Mother?,False,0,NONE
399,"ok, now you take this back to Ursula.",False,0,NONE
400,new one.,False,0,NONE
401,package.,False,0,NONE
402,thank you.,False,0,NONE
403,isn't it open already?,False,0,NONE
404,have you checked to see whether it was open or not?,True,1,EQ_POLAR
405,cutting stick?,False,0,NONE
406,it's going to break.,False,0,NONE
407,not if you're careful.,True,1,EQ_POLAR
408,stick?,False,0,NONE
409,comb?,False,0,NONE
410,they are the same.,False,0,NONE
411,you're doing some work?,False,0,NONE
412,ok.,False,0,NONE
413,yes.,False,0,NONE
414,it seems to me that you tire of your games very easily.,False,0,NONE
415,you open it.,False,0,NONE
416,train tracks?,False,0,NONE
417,it popped.,False,0,NONE
418,here's one.,False,0,NONE
419,two?,False,0,NONE
420,are these two separate trains?,False,0,NONE
421,you broke the trains.,False,0,NONE
422,you lost your cars.,False,0,NONE
423,you left the others behind.,False,0,NONE
424,"oh, you're telling a story.",False,0,NONE
425,telling the same story.,False,0,NONE
426,you lost your caboozlewp.,False,0,NONE
427,sit down here.,False,0,NONE
428,dry you off?,False,0,NONE
429,just a minute and I'll let you see how dirty you are.,True,1,EQ_ADJUNCT
430,there are your Soakies.,False,0,NONE
431,why don't you wash them off?,True,1,MQ_ADJUNCT
432,sit down.,False,0,NONE
433,what does Donald_Duck say about standing up in the bathtub?,True,1,MQ_OBJ
434,"no, sit down.",False,0,NONE
435,you may sit down and play and I'll just wash.,False,0,NONE
436,what did you play over at the park?,True,1,MQ_OBJ
437,you played with your truck?,False,0,NONE
438,did you cover it with the sand?,False,0,NONE
439,did you share it with anybody?,False,0,NONE
440,no?,False,0,NONE
441,why not?,False,0,NONE
442,what happened to Tom?,True,1,MQ_SUBJ
443,"Tom, Tom the",False,0,NONE
444,what happened to him?,True,1,MQ_SUBJ
445,no.,False,0,NONE
446,"well, I guess he did.",False,0,NONE
447,Tom Tom the piper's son.,False,0,NONE
448,"sit down, dear.",False,0,NONE
449,"sit down, piper.",False,0,NONE
450,you're a boy.,False,0,NONE
451,"sit down, boy.",False,0,NONE
452,no?,False,0,NONE
453,who are you?,True,1,MQ_OBJ
454,"well, sit down and let's see if we can get those fingernails clean.",True,1,EQ_POLAR
455,"sit down, dear.",False,0,NONE
456,"yes, Adam Smith.",False,0,NONE
457,a what?,False,0,NONE
458,that's the boy.,False,0,NONE
459,"sit down, dear or you'll have to get out.",False,0,NONE
460,"well, sit down if you want to.",True,1,EQ_POLAR
461,your Soakie put them up in the bag.,False,0,NONE
462,you missed.,False,0,NONE
463,don't you have to hold the bag with your hand?,False,0,NONE
464,"Adam, you don't need water, dear.",False,0,NONE
465,"yes, I want you to put your Soakies in but not the water.",False,0,NONE
466,are your fingernails clean?,False,0,NONE
467,"nope, they're still dirty.",False,0,NONE
468,"no, they're still dirty.",False,0,NONE
469,"here's some soap, dear.",False,0,NONE
470,a monkey train backing up.,False,0,NONE
471,no.,False,0,NONE
472,because you might fall and hurt yourself.,False,0,NONE
473,don't play there either.,False,0,NONE
474,"no, I want you to get out or in.",False,0,NONE
475,"no, there is no Adam in the bathtub.",False,0,NONE
476,you said it first.,False,0,NONE
477,why is there no Adam in the bathtub?,True,1,MQ_ADJUNCT
478,what about the treasure house?,False,0,NONE
479,put what in your living room?,False,0,NONE
480,that mirror?,False,0,NONE
481,why should we put it in your living room?,True,1,MQ_ADJUNCT
482,so you can see.,False,0,NONE
483,hop to the shower?,False,0,NONE
484,shower?,False,0,NONE
485,sure?,False,0,NONE
486,shower?,False,0,NONE
487,what are you saying?,True,1,MQ_OBJ
488,what is that?,True,1,MQ_OBJ
489,who bakes pies?,False,0,NONE
490,what kind of pies do I bake?,True,1,MQ_OBJ
491,where is the tape recorder?,True,1,MQ_ADJUNCT
492,a treasure chest.,False,0,NONE
493,remember when Twinkles found a treasure chest with jewels and money,True,1,EQ_ADJUNCT
494,huh?,False,0,NONE
495,yes.,False,0,NONE
496,"I think you may knock it off, Adam.",False,0,NONE
497,I don't think you would intend to.,False,0,NONE
498,it would be a what?,False,0,NONE
499,is that a rope?,False,0,NONE
500,it's not a rope.,False,0,NONE
501,it's like a rope.,False,0,NONE
502,it's a cord.,False,0,NONE
503,it's what?,False,0,NONE
504,it's a what?,False,0,NONE
505,"it's like a rope, yes.",False,0,NONE
506,I want you to steal?,False,0,NONE
507,you're welcome.,False,0,NONE
508,how does that feel?,True,1,MQ_ADJUNCT
509,what?,False,0,NONE
510,let's get your pajamas on and then you may go back over there.,False,0,NONE
511,is that the trailer home?,False,0,NONE
512,"no, I 'm not a Bobof.",False,0,NONE
513,I willn't bounce back.,False,0,NONE
514,what does that mean?,True,1,MQ_OBJ
515,"oh, did that hurt?",False,0,NONE
516,a bathing cap!,False,0,NONE
517,you are a silly boy.,False,0,NONE
518,you're a nut.,False,0,NONE
519,are you the kind of nut that a squirrel would eat?,True,1,RC_OBJ
520,"oh yes, you are.",False,0,NONE
521,you'd better be careful.,False,0,NONE
522,a squirrel might catch you so he'd have something *NULL* to eat.,True,1,RC_OBJ
523,you're welcome.,False,0,NONE
524,it's turning.,False,0,NONE
525,what happens at light time?,True,1,MQ_SUBJ
526,what did you say?,True,1,MQ_OBJ
527,"yes, dear.",False,0,NONE
528,you have a hanger?,False,0,NONE
529,how about coming over here?,False,0,NONE
530,"park it over there near your garage, dear.",False,0,NONE
531,alright.,False,0,NONE
532,why don't you park it over here?,True,1,MQ_ADJUNCT
533,what story do you want tonight?,True,1,MQ_OBJ
534,where is Lassie?,True,1,MQ_ADJUNCT
535,is it up there?,False,0,NONE
536,here's a clean one.,False,0,NONE
537,what is it about?,True,1,MQ_OBJ
538,what?,False,0,NONE
539,"ok, you read it to me tonight.",False,0,NONE
540,I went for a walk tonight and what did I see?,True,1,EQ_OBJ
541,yes.,False,0,NONE
542,hello said the bunny.,False,0,NONE
543,"no, I looked.",False,0,NONE
544,I looked.,False,0,NONE
545,all at once everything started,False,0,NONE
546,"yes, somebody's in that car.",False,0,NONE
547,what is that?,True,1,MQ_OBJ
548,"yes, there are other houses.",False,0,NONE
549,one house flying up in the air.,False,0,NONE
550,colonial I guess.,False,0,NONE
551,that's the water.,False,0,NONE
552,the waves of the water.,False,0,NONE
553,I said to myself.,False,0,NONE
554,it what?,False,0,NONE
555,"oh, it's floating.",False,0,NONE
556,what is this?,True,1,MQ_OBJ
557,yes.,False,0,NONE
558,he's crying.,False,0,NONE
559,he's sad.,False,0,NONE
560,he's happy now?,False,0,NONE
561,"oh, you're making mud pies.",False,0,NONE
562,did you make mud pies over at the park?,False,0,NONE
563,he went for a walk with his mother.,False,0,NONE
564,Adam Gilbert Smith.,False,0,NONE
565,and he had lots of friends.,False,0,NONE
566,you what?,False,0,NONE
567,"ok, hop over in your bed.",False,0,NONE
568,you have sand on the floor.,False,0,NONE
569,"well, you get up in the bed first.",False,0,NONE
570,did you have fun today?,False,0,NONE
571,I don't know.,False,0,NONE
572,what did you play?,True,1,MQ_OBJ
573,did you play with your truck today?,False,0,NONE
574,"and you played games with Ursula, didn't you?",False,0,NONE
575,and then went to the park.,False,0,NONE
576,"played with toys, sang some songs, etcetera.",False,0,NONE
577,please.,False,0,NONE
578,just sitting here waiting for you to finish your water.,False,0,NONE
579,nothing.,False,0,NONE
580,what are you doing?,True,1,MQ_OBJ
581,what are you doing?,True,1,MQ_OBJ
582,what are you doing?,True,1,MQ_OBJ
583,sitting.,False,0,NONE
584,waiting for you to finish your water.,False,0,NONE
585,so I may put your cup up.,False,0,NONE
586,how do I know to put your cup up?,True,1,MQ_ADJUNCT
587,because it has to be put up.,False,0,NONE
588,ok.,False,0,NONE
589,you don't knock water down?,False,0,NONE
590,no please.,False,0,NONE
591,it has some water in it?,False,0,NONE
592,no.,False,0,NONE
593,you drank it all.,False,0,NONE
594,tell you a song?,False,0,NONE
595,you tell me a story.,False,0,NONE
596,you sing me a song.,False,0,NONE
597,"yes, good night.",False,0,NONE
598,because I don't sing very well.,False,0,NONE
599,don't do what?,False,0,NONE
600,don't waste the tape?,False,0,NONE
601,"good night, dear.",False,0,NONE
602,don't go in there yet.,False,0,NONE
603,no.,False,0,NONE
604,remember how we play the surprise game?,True,1,EQ_ADJUNCT
605,what do we do?,True,1,MQ_OBJ
606,"surprise, we wait.",False,0,NONE
607,"no no, dear.",False,0,NONE
608,let's leave the tape recorder.,False,0,NONE
609,alright.,False,0,NONE
610,let's play a game.,False,0,NONE
611,"what did you do to the tape recorder, Adam?",True,1,MQ_OBJ
612,so the microphone cann't fall?,False,0,NONE
613,"Adam, is it Daddy desk or Daddy's desk?",False,0,NONE
614,what're you doing?,True,1,MQ_OBJ
615,what is that?,True,1,MQ_OBJ
616,yes.,False,0,NONE
617,alright.,False,0,NONE
618,wait a minute.,False,0,NONE
619,would you like a glass of ginger ale?,False,0,NONE
620,yes.,False,0,NONE
621,what is that?,True,1,MQ_OBJ
622,can you wind it?,False,0,NONE
623,you wind it.,False,0,NONE
624,"look, you wind it right here.",False,0,NONE
625,I have a what?,False,0,NONE
626,enough?,False,0,NONE
627,do I want you to what?,False,0,NONE
628,something's in there.,False,0,NONE
629,I 'm writing.,False,0,NONE
630,"I always write when I come, don't I?",True,1,EQ_ADJUNCT
631,is that right?,False,0,NONE
632,that spells one?,False,0,NONE
633,can you hear it tick?,False,0,NONE
634,put it on your ear.,False,0,NONE
635,I cann't turn it off.,False,0,NONE
636,it doesn't turn off.,False,0,NONE
637,because the springs are all wound up.,False,0,NONE
638,where?,False,0,NONE
639,whathat for?,False,0,NONE
640,"alright, my friend.",False,0,NONE
641,what goes up?,True,1,MQ_OBJ
642,same just like what?,False,0,NONE
643,"look, Adam.",False,0,NONE
644,"you look through here, take a picture, and then wind the film up.",False,0,NONE
645,alright.,False,0,NONE
646,alright.,False,0,NONE
647,take the hat.,False,0,NONE
648,is it?,False,0,NONE
649,heavy?,False,0,NONE
650,what do you mean heavy?,True,1,MQ_OBJ
651,what thing?,False,0,NONE
652,what're you going to put in it?,True,2,MQ_OBJ;MQ_SUBJ
653,are they just like the bus?,False,0,NONE
654,where's the bus?,True,1,MQ_ADJUNCT
655,is that right?,False,0,NONE
656,give me the button.,False,0,NONE
657,that's the button.,False,0,NONE
658,how many buttons do you have?,True,1,MQ_OBJ
659,that's mine.,False,0,NONE
660,that's yours.,False,0,NONE
661,"no, no switches.",False,0,NONE
662,what're you doing?,True,1,MQ_OBJ
663,alright.,False,0,NONE
664,let's put the buttons back first.,False,0,NONE
665,where's the container?,True,1,MQ_ADJUNCT
666,you don't have it in the container?,False,0,NONE
667,aren't they in there?,False,0,NONE
668,"oh, I don't know.",False,0,NONE
669,did you lose one?,False,0,NONE
670,who are those people in that?,True,1,MQ_OBJ
671,what do they look like?,True,1,MQ_OBJ
672,what do you have in your truck?,True,1,MQ_OBJ
673,a doll in?,False,0,NONE
674,then it's going?,False,0,NONE
675,where is it going?,True,1,MQ_ADJUNCT
676,where will it be going?,True,1,MQ_ADJUNCT
677,"what're you doing, Adam?",True,1,MQ_OBJ
678,blue?,False,0,NONE
679,give it to whom?,False,0,NONE
680,you fix the mail box?,False,0,NONE
681,what did you do?,True,1,MQ_OBJ
682,you looking right through there.,False,0,NONE
683,you take a picture of Ursula.,False,0,NONE
684,and snap it.,False,0,NONE
685,is it?,False,0,NONE
686,yes.,False,0,NONE
687,"no, don't turn it on.",False,0,NONE
688,because Ursula cann't hear the tape when it's on.,True,1,EQ_ADJUNCT
689,"no, what might happen if you knocked it down?",True,2,EQ_POLAR;MQ_OBJ
690,yes.,False,0,NONE
691,with your elbow.,False,0,NONE
