tree_id,sentence,has_trace,n_deps
111,"that one isn't very, but that's a female cardinal.",False,0
112,and there have been a pair of them that are trying to find a,True,1
113,"and that poor bird thinks, I think, that our porch would be a good",False,0
114,uh oh.,False,0
115,"yeah, they don't have baby birds yet but I think that they're",False,0
116,which one is that?,True,1
117,that's not the baby.,False,0
118,do you know which one that is?,True,1
119,I think it's the mommy.,False,0
120,the daddy's the one that's bright red all over.,True,1
121,I don't see him this morning.,False,0
122,what's on?,True,1
123,that light is on?,False,0
124,"yes, your poem book has pictures of birds, that has a picture of a",False,0
125,only the daddy cardinal.,False,0
126,"poor bird, he's going to knock himself out.",False,0
127,I thought that I'd scare her away.,False,0
128,that's really strange.,False,0
129,there's no tree on the porch or anything like that.,False,0
130,"no, no.",False,0
131,but she cann't get in.,False,0
132,"that bird wants to come inside, Child.",False,0
133,do you think we should let the birdie come inside?,False,0
134,"uh, oh.",False,0
135,he could have something *NULL* to eat?,True,1
136,and the birdie would eat?,False,0
137,what would you give the birdie *NULL* to eat?,True,2
138,a bone?,False,0
139,that's what Stripey likes.,True,1
140,I don't know if that's what birds like.,True,2
141,I think the bird would rather have berries and seeds.,False,0
142,yeah.,False,0
143,maybe peanut butter.,False,0
144,maybe a peanut butter sandwich.,False,0
145,we don't know about that one.,False,0
146,you want to let the birdie in?,False,0
147,I don't think the birdie would be very happy in here.,False,0
148,"it would make you happy, I think to let the",False,0
149,Big Bird?,False,0
150,where do you see Big Bird?,True,1
151,on the tv.,False,0
152,ah.,False,0
153,he's eating my leg.,False,0
154,ah.,False,0
155,what's that bird doing?,True,1
156,and down came a blackbird and nibbled off her,False,0
157,"nose, that's right.",False,0
158,"oh, a bird is going to nip off my nose.",False,0
159,oh no.,False,0
160,he's nipping off your nose and Investigator's nose.,False,0
161,oh.,False,0
162,what's the bird eating?,True,1
163,what's the bird eating?,True,1
164,"must be a very hungry bird, must be very hungry.",False,0
165,did you yawn?,False,0
166,did you yawn?,False,0
167,are you sleepy?,False,0
168,are you going to close your eyes and go to sleep like a little baby?,False,0
169,your eyes are closed.,False,0
170,"this is New Investigator, that's right.",False,0
171,green.,False,0
172,that's green.,False,0
173,color.,False,0
174,that's green.,False,0
175,what color's that?,True,1
176,yellow.,False,0
177,like Investigator's sweatshirt.,False,0
178,her sweater.,False,0
179,what is that?,True,1
180,"oh, her poems book.",False,0
181,that's one of the great hits of this particular week.,False,0
182,"what is that, Susanna?",True,1
183,it's something *NULL* you eat for breakfast.,True,1
184,egg.,False,0
185,that's what little birdies come out of.,True,1
186,they're not what?,False,0
187,"that's right, Baba.",False,0
188,what about chickens?,False,0
189,they come out of eggs.,False,0
190,whoo.,False,0
191,"it's for you, that's for you.",False,0
192,"yeah, Investigator brought it for you.",False,0
193,these are usually for littler kids but,False,0
194,oh!,False,0
195,what kind of bird?,False,0
196,duckie.,False,0
197,that's right.,False,0
198,what is that?,True,1
199,those are for little kids.,False,0
200,"that's right, they all kind of, ah!",False,0
201,"with his trunk, with his nose, waves it around.",False,0
202,ah.,False,0
203,"hello, Mr.",False,0
204,"duck, how are you today?",True,1
205,go in the water?,False,0
206,swim in the water?,False,0
207,what else swims in the water?,True,1
208,what else swims in the water?,True,1
209,"oh, the chicken caught the duck.",False,0
210,"run away, run away.",False,0
211,"run away, run away!",False,0
212,eat this?,False,0
213,"what's, who's going To eat?",True,1
214,the duck is eating the stroller?,False,0
215,oh no.,False,0
216,what just happened?,True,1
217,what is that?,True,1
218,here's the duck.,False,0
219,there goes the stroller.,False,0
220,do you know what this is?,True,1
221,do you know what that part is?,True,1
222,it's an eye.,False,0
223,you're bouncing.,False,0
224,"yeah, you hit your chin, I saw.",False,0
225,what are you doing?,True,1
226,what are you doing?,True,1
227,what are you doing?,True,1
228,you're not going to say.,False,0
229,you're not going to say?,False,0
230,the duck came over to visit me.,False,0
231,it's yours?,False,0
232,yours?,False,0
233,your duckie?,False,0
234,the duck.,False,0
235,"they make funny squeaky noises, don't they?",False,0
236,what happened to the duck?,True,1
237,"he fell down, boom.",False,0
238,"telephone, I'll be right back.",False,0
239,I think there's even another squeaky one.,False,0
240,"yes, you have one of those, we have one just like that.",False,0
241,really?,False,0
242,upstairs from when you were a baby.,True,1
243,except yours is a different color.,False,0
244,remember that?,False,0
245,what color is yours?,True,1
246,green.,False,0
247,green hedgehog?,False,0
248,or whatever it is.,True,1
249,or whatever it is.,True,1
250,I think they're hedgehogs.,False,0
251,what color is this one?,True,1
252,orange.,False,0
253,that's right.,False,0
254,hmm?,False,0
255,boon?,False,0
256,what does that mean?,True,1
257,it squeaks.,False,0
258,"like your orange balloon, that's right.",False,0
259,do you like books?,False,0
260,yeah?,False,0
261,book.,False,0
262,oh!,False,0
263,what's that?,True,1
264,a big bird *NULL* called an eagle.,True,1
265,what's that?,True,1
266,"yeah, Tot Time has one, it's a guitar.",False,0
267,you know what those are.,True,1
268,it's a hamburger.,False,0
269,and a hot dog.,False,0
270,what's that?,True,1
271,a pumpkin.,False,0
272,"that's right, at Halloween the children come knock on the door.",False,0
273,what else do they do?,True,1
274,"oh, they go ding dong.",False,0
275,mm hmm.,False,0
276,it's a hose.,False,0
277,it's green and water comes splashing out.,False,0
278,squirting out the end.,False,0
279,"yeah, your grandma has a hose.",False,0
280,so do we actually but you haven't seen it in a long time.,False,0
281,"what else happens at Halloween, can you tell Investigator?",True,1
282,the children knock on the door.,False,0
283,what happens?,True,1
284,then what happens?,True,1
285,or they push the doorbell.,False,0
286,ding dong.,False,0
287,they go trick or treat.,False,0
288,and I go to the door.,False,0
289,or you go to the door.,False,0
290,that's a guitar.,False,0
291,they have guitars at Tot Time.,False,0
292,came and played a guitar at Tot Time.,False,0
293,and you danced.,False,0
294,let's see what other pictures there are in here.,True,1
295,"oh, look, clothes.",False,0
296,boots.,False,0
297,what's that?,True,1
298,Carleton carries an umbrella.,False,0
299,more boots.,False,0
300,two boots *NULL* cowboys wear.,True,1
301,what are those?,True,1
302,what are those?,True,1
303,socks.,False,0
304,do you have any socks on?,False,0
305,show Investigator your socks?,False,0
306,blue socks.,False,0
307,"oh, blue socks.",False,0
308,"which are these, old socks or new socks?",True,1
309,too hard.,False,0
310,look.,False,0
311,there you go.,False,0
312,there's a cardinal.,False,0
313,it's another kind of bird *NULL* called a meadowlark.,True,1
314,that's a bird too.,False,0
315,what's that?,True,1
316,"fly, butterfly.",False,0
317,ummhm?,False,0
318,what's that?,True,1
319,it's a chair.,False,0
320,what do you do with a chair?,True,1
321,"you sit down, that's right.",False,0
322,what is that?,True,1
323,a phone.,False,0
324,who do you like to call on the phone?,True,1
325,to call me?,False,0
326,that's a guitar.,False,0
327,"that's right, there's a guitar here and a guitar there.",False,0
328,they're the same.,False,0
329,hmm.,False,0
330,we have scissors upstairs.,False,0
331,Sara has scissors too.,False,0
332,"well, this Investigator might have scissors but four year old Sara",False,0
333,mm hmm?,False,0
334,what's that?,True,1
335,"a light, flashlight.",False,0
336,you have one too.,False,0
337,what are they?,True,1
338,mmm?,False,0
339,"yeah, daddy usually gets those.",False,0
340,and puts them in the flashlight.,False,0
341,what else do we put batteries in?,True,1
342,the tape player.,False,0
343,it uses batteries at an amazing rate.,False,0
344,a big plane.,False,0
345,and a little plane.,False,0
346,a blimp.,False,0
347,you've never seen one.,False,0
348,it's a kind of a plane.,False,0
349,do you know what that is?,True,1
350,"well, it's like a plane.",False,0
351,daddy just showed you one of those up in the sky this weekend.,False,0
352,yeah.,False,0
353,do you remember what it was?,True,1
354,it was very loud.,False,0
355,it came very close.,False,0
356,it's a helicopter.,False,0
357,what about Tot Time?,False,0
358,"yes, there's a toy",False,0
359,boat.,False,0
360,that's the sail.,False,0
361,uhhuh?,False,0
362,what's that?,True,1
363,"is that a little, is that a Baba?",False,0
364,in the boat?,False,0
365,sailing the boat in the water?,False,0
366,what color is the sail?,True,1
367,green and,False,0
368,with stripes.,False,0
369,it's a red canoe.,False,0
370,a red boat.,False,0
371,blue boat!,False,0
372,a blue boat too?,False,0
373,big boat.,False,0
374,what's that?,True,1
375,that's a buoy.,False,0
376,"it's a marker, it tells the boats where to go.",True,1
377,like traffic signs tell cars where they can go and where they cann't,True,2
378,that tells boats where they can go.,True,1
379,because you cann't see any roads when you're out on the ocean.,True,1
380,"squeak, squeak.",False,0
381,you can make all of them squeak at the same time that way.,False,0
382,yes.,False,0
383,what is that?,True,1
384,"it's a big one, a big what?",False,0
385,"a big fly, a butterfly.",False,0
386,looks like a,False,0
387,yeah.,False,0
388,it's a moth.,False,0
389,uhhuh.,False,0
390,that's a moth.,False,0
391,it's like a butterfly.,False,0
392,do you know what this is?,True,1
393,"this is the bee hive, where are the bees?",True,1
394,hidden away where nobody'd be.,True,1
395,watch and you'll see them come out of the hive.,False,0
396,"one, two, three, four, five.",False,0
397,bzz.,False,0
398,all fly away.,False,0
399,"three, that's right, there are three animals.",False,0
400,"that's right, there are three.",False,0
401,"yes, you have one like that upstairs.",False,0
402,"what, oof?",False,0
403,"Child, that's not a dog.",False,0
404,what kind of noise do hedgehogs make besides squeaks?,True,1
405,you tell me!,False,0
406,do you know what a duck says?,True,1
407,"Child, there's a duck on your head.",False,0
408,"Child, there's a duck on your head.",False,0
409,there's a duck on your head.,False,0
410,there's a duck on your head.,False,0
411,"duck is flying, duck in the air, round and around.",False,0
412,"it's going to land on your head, I think.",False,0
413,here it comes.,False,0
414,"oh, he's on the floor.",False,0
415,fell down.,False,0
416,he fell down.,False,0
417,here's another red bird.,False,0
418,"that's right, there's another red bird.",False,0
419,do you know what kind of bird that is?,True,1
420,"a jay, that's right.",False,0
421,um hmm?,False,0
422,it's a jay.,False,0
423,a robin.,False,0
424,that's right.,False,0
425,they all fly in the air.,False,0
426,"up, up.",False,0
427,"up, up.",False,0
428,where do you want him to go now?,True,1
429,on your head?,False,0
430,it's coming closer and closer and closer and closer.,False,0
431,there's a duck on your head.,False,0
432,what's the elephant doing?,True,1
433,he's up?,False,0
434,you want the elephant on your head?,False,0
435,"wouldn't that feel bad, isn't an elephant very heavy?",False,0
436,isn't he heavy?,False,0
437,you could bring some of your books to show Investigator.,False,0
438,or you could finally write with that pen.,False,0
439,um hmm.,False,0
440,it's not mine but I have pens.,False,0
441,what's that?,True,1
442,you made a dot.,False,0
443,whoops.,False,0
444,what are you doing down there?,True,1
445,trying to stand on your head!,False,0
446,"one of these days you're going to go right over in a somersault, Child.",False,0
447,upside down.,False,0
448,upside down on the floor.,False,0
449,yeah.,False,0
450,up?,False,0
451,you're as down as you can get.,False,0
452,you want to be up?,False,0
453,up please?,False,0
454,help?,False,0
455,help.,False,0
456,"you're a big girl, you can get up by yourself anywhere.",False,0
457,more places than I can.,False,0
458,do you want to get some books?,False,0
459,you have books downstairs in the tv room.,False,0
460,or upstairs.,False,0
461,do you want to bring a book?,False,0
462,ok,False,0
463,go pick a book.,False,0
464,will you bring it back down?,False,0
465,to show it to Investigator?,False,0
466,ok.,False,0
467,the New Investigator.,False,0
468,"I think your new, your newest book is downstairs.",False,0
469,you think it's upstairs?,False,0
470,I think it's downstairs.,False,0
471,you can go look.,False,0
472,we'll soon find out.,False,0
473,"we'll soon find out, I 'm going to go see.",False,0
474,here's your newest book.,False,0
475,there's the poem book.,False,0
476,there's the poems book.,False,0
477,that's heavy.,False,0
478,that's your biggest book.,False,0
479,"that's the newest new book, that's right.",False,0
480,we haven't even read that yet.,False,0
481,because that's a hard book.,False,0
482,that's a hard book.,False,0
483,what book would you like to look at?,True,1
484,all of them.,False,0
485,"all of them, please, all at once.",False,0
486,abc's.,False,0
487,"you have two abc's, that's right.",False,0
488,"one, two.",False,0
489,two books?,False,0
490,you have a lot more than two.,False,0
491,you have a lot more than two.,False,0
492,why don't you pick a book *NULL* you'd like to show Investigator?,True,2
493,we can all look.,False,0
494,you're getting to see all her books.,False,0
495,you're showing Investigator all your books.,False,0
496,at the same time.,False,0
497,why do children need blocks when,False,0
498,you can do the same thing.,False,0
499,you can do the same thing.,False,0
500,are they getting heavy?,False,0
501,you're carrying too many.,False,0
502,heavy?,False,0
503,it's hard to carry too many all at once.,False,0
504,it's for two at once.,False,0
505,"yes, sweetie.",False,0
506,"that's right, that's the grandma book.",False,0
507,it's been hard work.,False,0
508,two.,False,0
509,you've got a lot more than two.,False,0
510,two?,False,0
511,two in a shoe.,False,0
512,that's what it is.,True,1
513,one.,False,0
514,one in the sun.,False,0
515,two.,False,0
516,two in a shoe.,False,0
517,three.,False,0
518,three in a tree.,False,0
519,this is the Counting with cats book.,False,0
520,do you want to look at the.,False,0
521,"let's see, where's the book about eating lunch?",True,1
522,you brought that upstairs.,False,0
523,I thought this was the one *NULL* you were talking about.,True,1
524,what a good lunch.,False,0
525,are you more interested in the babies?,False,0
526,yeah.,False,0
527,are you bigger than them or littler than them?,False,0
528,tops and diapers.,False,0
529,they're wearing tops and diapers.,False,0
530,what are you wearing?,True,1
531,you wear diapers?,False,0
532,yeah.,False,0
533,what else,False,0
534,hmm?,False,0
535,diapers for nap.,False,0
536,"you've gone crazy, you've gone crazy.",False,0
537,you want to hear yourself?,False,0
538,lots of red birds.,False,0
539,there are the red birds.,False,0
540,Child.,False,0
541,"we have, she has a tape recorder that she plays all the time, and",True,1
542,"oh, ok, yeah.",False,0
543,which has led to great confusions.,True,1
544,like now.,False,0
545,like now.,False,0
546,that's right.,False,0
547,that's a tape player.,False,0
548,New Investigator.,False,0
549,brought the tape player with her when she came.,True,1
550,you have tapes.,False,0
551,"she has tapes too, I bet.",False,0
552,ummhm.,False,0
553,I only brought one with me today but.,False,0
554,baby?,False,0
555,"oh, that's the wild baby.",False,0
556,"um hmm, there's the baby.",False,0
557,what happened?,True,1
558,"he fell down, boom.",False,0
559,do you think he hurt his nose?,False,0
560,what's the baby doing?,True,1
561,"boom, everywhere.",False,0
562,scissors.,False,0
563,the baby with the scissors.,False,0
564,what's he doing with them?,True,1
565,cutting his hair.,False,0
566,cutting his hair short.,False,0
567,"just, just before that happens his momma said.",False,0
568,don't use scissors.,False,0
569,"and there he is, doing all of those things.",False,0
570,he disappeared one morning when he should have been in bed.,True,1
571,she found him sleeping soundly,False,0
572,in the clock.,False,0
573,"that's right, there he is in the clock.",False,0
574,"oh, that's mommy, what's she doing?",True,1
575,"crying, she's sad.",False,0
576,do you know why?,False,0
577,she cann't find the baby.,False,0
578,"oh, there he is!",False,0
579,do you know what that is?,True,1
580,a wolf.,False,0
581,he met a wolf.,False,0
582,but he scared him away.,False,0
583,he came back home to his mommy.,False,0
584,"what, what are they doing?",True,1
585,"they're going to go home, you're right.",False,0
586,after their big adventure.,False,0
587,she gives him a hug first.,False,0
588,big hug.,False,0
589,because she's glad to see him again.,False,0
590,she was worried about her baby.,False,0
591,"but he came back, he was fine, he just had an adventure.",False,0
592,do you know what these are?,True,1
593,those are trees.,False,0
594,but they don't look like most of the trees in our book because these,False,0
595,like Christmas trees.,False,0
596,"like Christmas trees, that's right.",False,0
597,those are your eggs.,False,0
598,you going to put your eggs in the house?,False,0
599,ok.,False,0
600,every day.,False,0
601,"everything, every day.",False,0
602,are there any eggs in the house already?,False,0
603,yeah.,False,0
604,"hi, who's that?",True,1
605,like puppets.,False,0
606,uhhuh.,False,0
607,"oh, isn't that.",False,0
608,"oh, on top?",False,0
609,on his head.,False,0
610,that's his hair.,False,0
611,what about Baba?,False,0
612,she has hair.,False,0
613,she's standing on top of his head.,False,0
614,"that's right, it's a car.",False,0
615,"abac means, um, we have a Saab and a Mazda.",False,0
616,cars are only Saabs and Mazdas.,False,0
617,where are they?,True,1
618,where are they?,True,1
619,they're sitting in the car.,False,0
620,what are they doing?,True,1
621,Riding.,False,0
622,where's the mommy?,True,1
623,there.,False,0
624,who's that?,True,1
625,"oh, don't put that in your mouth.",False,0
626,yuck.,False,0
627,here's somebody and there's somebody.,False,0
628,who's that?,True,1
629,the dog.,False,0
630,who's this?,True,1
631,the Baba?,False,0
632,does the Baba have a name?,False,0
633,what's the name?,True,1
634,very strange names.,False,0
635,it's been about a half an hour.,False,0
636,how many tape players do you have?,True,1
637,"oh, you have tapes, old raffif and new raffif",False,0
638,what other tape do you have?,True,1
639,Ernie tape.,False,0
640,and the red tape.,False,0
641,Red_Is_Best?,False,0
642,one of her favorite books,False,0
643,oh yeah?,False,0
644,it's called Red_Is_Best.,False,0
645,is that your favorite color or is pink your favorite color?,False,0
646,what color do you like best?,True,1
647,what color do you like best?,True,1
648,do you have one *NULL* you like best?,True,1
649,yeah?,False,0
650,what is it?,True,1
651,yellow?,False,0
652,that's new.,False,0
653,so for you yellow is best.,False,0
654,you should have had a yellow cake.,False,0
655,maybe next year we can move on to a yellow cake.,False,0
656,here's something yellow.,False,0
657,"yeah, like your sleep suit is yellow.",False,0
658,boom.,False,0
659,you went boom.,False,0
660,what's that?,True,1
661,flag.,False,0
662,"you want to see what's in the bag, don't you?",True,1
663,you have a blue flag too.,False,0
664,boom.,False,0
665,there's Investigator's bag.,False,0
666,do you remember she brought her bag last time.,False,0
667,what do you think is inside?,True,1
668,what do you think is inside the bag?,True,1
669,go ahead and look.,False,0
670,"yeah, go ahead.",False,0
671,what's in the bag?,True,1
672,you can open the bag.,False,0
673,you want to or do you want somebody else to?,False,0
674,who do you want to open it?,True,1
675,mommy.,False,0
676,do you want me to open it?,False,0
677,let's see what's in the bag.,True,1
678,a bird.,False,0
679,she knows already.,False,0
680,what color's the bird?,True,1
681,a red bird.,False,0
682,what do you do with the bird?,True,1
683,the bird goes up.,False,0
684,do you want the bird?,False,0
685,"hi, Susanna.",False,0
686,Baba wants it.,False,0
687,"hi, bird.",False,0
688,hi.,False,0
689,you going to eat me?,False,0
690,I don't think so.,False,0
691,do birds eat worms?,False,0
692,does it see this worm,False,0
693,it's a worm.,False,0
694,"it's hungry, it better eat it.",False,0
695,chomp.,False,0
696,"that is green, yes.",False,0
697,they're the same color.,False,0
698,let's see what else is inside.,True,1
699,go ahead.,False,0
700,a book.,False,0
701,get that out.,False,0
702,that's not a toy,False,0
703,that's not a toy but there is a book.,False,0
704,"oh, this is a wonderful book, lots of pictures.",False,0
705,what's green on here?,True,1
706,what's green?,True,1
707,no?,False,0
708,Investigator's bag.,False,0
709,"back in the bag, bird.",False,0
710,"oop, there it is.",False,0
711,"oh, there's the bird again, he was hiding.",False,0
712,you remember those too.,False,0
713,there's that funny animal.,False,0
714,"yes, you have one like that upstairs.",False,0
715,it's green.,False,0
716,what color's that one?,True,1
717,orange.,False,0
718,thank you.,False,0
719,hello.,False,0
720,hi.,False,0
721,what kind of,False,0
722,squeak.,False,0
723,"yeah, squeak.",False,0
724,what kind of animal are you?,True,1
725,I think a hedgehog.,False,0
726,hi.,False,0
727,whoops.,False,0
728,put them nose to nose.,False,0
729,nose to nose.,False,0
730,"kiss, kiss.",False,0
731,what do you like to eat?,True,1
732,um.,False,0
733,you don't know.,False,0
734,what do you think the hedgehog likes to eat?,True,1
735,telephone.,False,0
736,"you have one of those upstairs, don't you?",False,0
737,yeah.,False,0
738,green one.,False,0
739,"look, it, what color is his eye?",True,1
740,it's green too.,False,0
741,do you remember what this is?,True,1
742,that's a hose.,False,0
743,"yeah, you remember pretty well.",False,0
744,Nana has a hose?,False,0
745,yeah.,False,0
746,do you remember what the other things are?,True,1
747,pumpkin.,False,0
748,hmm?,False,0
749,knock knock?,False,0
750,dadanc?,False,0
751,I don't know what that is.,True,1
752,um hmm.,False,0
753,choochoo?,False,0
754,"I bet, I bet there's stuff that you haven't seen before in the bag.",True,1
755,down in there?,False,0
756,yeah?,False,0
757,see if there's something that you haven't ever seen before.,True,2
758,"you remember that though, don't you?",False,0
759,um hmm.,False,0
760,what's that?,True,1
761,the ducky.,False,0
762,you squished his head.,False,0
763,hmm?,False,0
764,hi.,False,0
765,do you want to say hi?,False,0
766,"hi, Ducky.",False,0
767,"how are you, Ducky?",True,1
768,what kind of noise do you think the birdie makes?,True,1
769,mmm?,False,0
770,"it's flying, it's coming down!",False,0
771,the duck was too fast for him.,False,0
772,just too fast.,False,0
773,what happened to the cardinals that were outside last week?,True,2
774,are they still there?,False,0
775,"news, Child.",False,0
776,Child just got into the Child Study Center for next year.,False,0
777,"alright, alright.",False,0
778,since I 'm not a College alum and I don't have any college,False,0
779,"yeah, yeah.",False,0
780,the waiting list sometimes is long.,False,0
781,yeah.,False,0
782,I mean there,False,0
783,that's fantastic.,False,0
784,that's fantastic.,False,0
785,and the best thing it's only,False,0
786,I gather once you're in for the,False,0
787,that's great.,False,0
788,"that's great, I've been to observe this week.",False,0
789,"oh, what's that?",True,1
790,horsie?,False,0
791,I don't think that's a horsie.,False,0
792,"galumph, galumph, galumph.",False,0
793,what's he doing?,True,1
794,what's the horsie doing?,True,1
795,is that a horsie?,False,0
796,that's doesn't look like a horse.,False,0
797,that doesn't look like a horse to me.,False,0
798,what kind of noise does it make?,True,1
799,baaho.,False,0
800,"neigh, that's what the horse says.",True,1
801,"but you know what I think this animal says, Child?",True,1
802,moo.,False,0
803,moo.,False,0
804,heavy.,False,0
805,elephants are good and heavy.,False,0
806,can elephants remember things really well or not?,False,0
807,do they have a good memory?,False,0
808,don't know.,False,0
809,what do they do with their trunks.,True,1
810,oh.,False,0
811,"oh, ok.",False,0
812,and they're heavy.,False,0
813,in the book they talk about a special world full of heavy,False,0
814,trucks and elephants and hippopotamuses.,False,0
815,"oh, Child, you don't throw things, ever.",False,0
816,what's that?,True,1
817,now that,False,0
818,that is a horsie.,False,0
819,what's a horsie like to eat?,True,1
820,"hay, that's right.",False,0
821,horsie eats hay.,False,0
822,and where's he live?,True,1
823,do you remember where the horsie lives?,True,1
824,"oh, he's eating.",False,0
825,he's eating hay.,False,0
826,"yeah, I think the cow eats hay too.",False,0
827,um.,False,0
828,good.,False,0
829,moo.,False,0
830,hug hug hug hug hug hug.,False,0
831,"hey diddle diddle, the cat and the fiddle, the cow jumped",False,0
832,over the moon.,False,0
833,what's the cow doing now?,True,1
834,walking?,False,0
835,you want the New Investigator to do it?,False,0
836,there you go.,False,0
837,do you think we can make him run?,False,0
838,do it the horsie.,False,0
839,oops.,False,0
840,which one's taller?,True,1
841,which one's bigger?,True,1
842,do you know which one's bigger?,True,1
843,on your head?,False,0
844,"that's what we did last time, isn't it?",True,1
845,there's a bird.,False,0
846,your bird and my bird.,False,0
847,squawk.,False,0
848,I think this is probably a chicken though.,False,0
849,"bako, bako, bako, bako, bako, bako, bako.",False,0
850,it's a bird.,False,0
851,chicken?,False,0
852,"bako, bako, bako, bako, bako.",False,0
853,unless he's a rooster.,False,0
854,cock_a_doodle_doo!,False,0
855,cock_a_doodle_doo!,False,0
856,don't throw it.,False,0
857,that's not funny.,False,0
858,don't throw things.,False,0
859,do you want the duck back?,False,0
860,mine.,False,0
861,mine.,False,0
862,and the cookies are yours?,False,0
863,"oh, cookie for me?",False,0
864,one cookie for me?,False,0
865,that's not very many.,False,0
866,one cookie for me.,False,0
867,how many cookies for you?,False,0
868,are you going to eat that duck?,False,0
869,don't eat the duck.,False,0
870,don't eat the duck.,False,0
871,don't eat the duck.,False,0
872,"oh, squeak a lot.",False,0
873,"hey, what happened to the cardinals that were outside the window?",True,2
874,are they still there?,False,0
875,yeah?,False,0
876,they're going to build a nest.,False,0
877,great.,False,0
878,they've stopped trying to come in on the porch.,False,0
879,what to eat?,True,1
880,oranges *NULL* to eat.,True,1
881,"yes, I see them.",False,0
882,"I see them, they're oranges *NULL* to eat.",True,1
883,do you know who gave them to you?,True,1
884,Nana sent them.,False,0
885,"oh, let's not go out there, it's so cold out there now.",False,0
886,"oh, it's cold out there.",False,0
887,"that's why the oranges are there, cause it's cold.",True,1
888,do you want an orange *NULL* to eat?,True,1
889,how about with lunch?,False,0
890,ok?,False,0
891,good.,False,0
892,she's crazy about oranges.,False,0
893,and if she eats too many she gets diaper rash.,True,1
894,so we have to ration the oranges to one a day.,False,0
895,one a day.,False,0
896,it's tough.,False,0
897,it's a recurring crisis right now.,False,0
898,"it's good, she likes fruit.",False,0
899,"oh, she, I mean, terrific, I love it.",False,0
900,"yeah, those are oranges *NULL* to eat and you can have one with lunch.",True,1
901,yeah.,False,0
902,do you like grapefruit too?,False,0
903,no?,False,0
904,do you eat lemons?,False,0
905,no?,False,0
