tree_id,dep_id,sentence,idx,none_pos,tracekind,family,gap_phrase_label,gap_phrase_base,gap_role,gap_subtype,filler_label,filler_base,construction,final_label,embed_verb
55,0,what else goes up in the air?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>-<AGENT-V1>,WHNP,MQ,MQ_SUBJ,
62,0,what does the bird eat?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,MQ,MQ_OBJ,
63,0,what does the bird eat?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,MQ,MQ_OBJ,
66,0,what do you think the birdie would like *PRO* to eat?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V3>,WHNP,EQ,EQ_OBJ,think
68,0,what does that birdie eat?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,MQ,MQ_OBJ,
79,0,what do you think this is?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,think
81,0,"oh, what just happened?",1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_SUBJ,
82,0,what just happened?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_SUBJ,
89,0,aren't you going to bring her over to see the bird?,,,,POLAR,,,,POLAR,,,MQ,MQ_POLAR,
95,0,"oh, what's that?",1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_SUBJ,
98,0,whose baby is that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<ANIM>,WHNP,MQ,MQ_OBJ,
99,0,who is that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<ANIM>,WHNP,MQ,MQ_OBJ,
100,0,"no, who's that?",1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,"WHNP-1-<ANI,>",WHNP,MQ,MQ_OBJ,
101,0,"what baby is that, what's that baby's name?",1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<ANIM>,WHNP,MQ,MQ_OBJ,
101,1,"what baby is that, what's that baby's name?",2.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-2-<INANIM>,WHNP,MQ,MQ_OBJ,
103,0,but what's the baby's name?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,
105,0,what are you doing?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
108,0,what's this?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
112,0,and there have been a pair of them that are trying to find a,1.0,-NONE-ABAR-RC-,T,RC,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>,WHNP,RC,RC_SUBJ,
116,0,which one is that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
118,0,do you know which one that is?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,ADJUNCT,ADJUNCT,WHNP-1-<INANIM>,WHNP,EQ,EQ_ADJUNCT,know
120,0,the daddy's the one that's bright red all over.,1.0,-NONE-ABAR-RC-,T,RC,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>,WHNP,RC,RC_SUBJ,
122,0,what's on?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_SUBJ,
135,0,he could have something *NULL* to eat?,1.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V2>,WHNP,RC,RC_OBJ,
137,0,what would you give the birdie *NULL* to eat?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,ADJUNCT,ADJUNCT,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,MQ,MQ_ADJUNCT,
137,1,what would you give the birdie *NULL* to eat?,2.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-2-<INANIM>-<PATIENT-V2>,WHNP,RC,RC_OBJ,
139,0,that's what Stripey likes.,1.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,likes
140,0,I don't know if that's what birds like.,,,,POLAR,,,,POLAR,,,EQ,EQ_POLAR,know
140,1,I don't know if that's what birds like.,1.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<SUBJMATT-V2>,WHNP,EQ,EQ_OBJ,like
150,0,where do you see Big Bird?,1.0,-NONE-ABAR-WH-,T,WH,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,MQ,MQ_ADJUNCT,
155,0,what's that bird doing?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
162,0,what's the bird eating?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,MQ,MQ_OBJ,
163,0,what's the bird eating?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,MQ,MQ_OBJ,
175,0,what color's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
179,0,what is that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
182,0,"what is that, Susanna?",1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
183,0,it's something *NULL* you eat for breakfast.,1.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,RC,RC_OBJ,
185,0,that's what little birdies come out of.,1.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<SOURCE-V1>,WHNP,EQ,EQ_OBJ,come
198,0,what is that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
204,0,"duck, how are you today?",1.0,-NONE-ABAR-WH-,T,WH,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,MQ,MQ_ADJUNCT,
207,0,what else swims in the water?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<ANIM>-<AGENT-V1>,WHNP,MQ,MQ_SUBJ,
208,0,what else swims in the water?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<ANIM>-<AGENT-V1>,WHNP,MQ,MQ_SUBJ,
213,0,"what's, who's going To eat?",1.0,-NONE-ABAR-WH-,T,WH,NP-2,NP,SUBJ,SUBJ,WHNP-1-<ANIM>-<AGENT-V1>,WHNP,MQ,MQ_SUBJ,
216,0,what just happened?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_SUBJ,
217,0,what is that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
220,0,do you know what this is?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,know
221,0,do you know what that part is?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,know
225,0,what are you doing?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
226,0,what are you doing?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
227,0,what are you doing?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
236,0,what happened to the duck?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_SUBJ,
242,0,upstairs from when you were a baby.,1.0,-NONE-ABAR-RC-,T,RC,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,EQ,EQ_ADJUNCT,
245,0,what color is yours?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
248,0,or whatever it is.,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,
249,0,or whatever it is.,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,
251,0,what color is this one?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
256,0,what does that mean?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,MQ,MQ_OBJ,
263,0,what's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
264,0,a big bird *NULL* called an eagle.,1.0,-NONE-ABAR-RC-,T,RC,NP-2,NP,SUBJ,SUBJ,WHNP-1-<ANIM>-<PATIENT-V1>,WHNP,RC,RC_SUBJ,
265,0,what's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
267,0,you know what those are.,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,know
270,0,what's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
273,0,what else do they do?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,MQ,MQ_OBJ,
281,0,"what else happens at Halloween, can you tell Investigator?",2.0,-NONE-ABAR-RC-,T,RC,NP,NP,SUBJ,SUBJ,WHNP-2-<INANIM>-<THEME-V1>,WHNP,EQ,EQ_SUBJ,
283,0,what happens?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_SUBJ,
284,0,then what happens?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_SUBJ,
294,0,let's see what other pictures there are in here.,1.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,see
297,0,what's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
300,0,two boots *NULL* cowboys wear.,1.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,RC,RC_OBJ,
301,0,what are those?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
302,0,what are those?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
308,0,"which are these, old socks or new socks?",1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
313,0,it's another kind of bird *NULL* called a meadowlark.,1.0,-NONE-ABAR-RC-,T,RC,NP-2,NP,SUBJ,SUBJ,WHNP-1-<ANIM>-<PATIENT-V1>,WHNP,RC,RC_SUBJ,
315,0,what's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
318,0,what's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
320,0,what do you do with a chair?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
322,0,what is that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
324,0,who do you like to call on the phone?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<ANIM>-<GOAL-V2>,WHNP,MQ,MQ_OBJ,
334,0,what's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
337,0,what are they?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
341,0,what else do we put batteries in?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<ANIM>-<GOAL-V1>,WHNP,MQ,MQ_OBJ,
349,0,do you know what that is?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,ADJUNCT,ADJUNCT,WHNP-1-<INANIM>,WHNP,EQ,EQ_ADJUNCT,know
353,0,do you remember what it was?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,remember
362,0,what's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
366,0,what color is the sail?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
374,0,what's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
376,0,"it's a marker, it tells the boats where to go.",1.0,-NONE-ABAR-RC-,T,RC,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,EQ,EQ_ADJUNCT,tells
377,0,like traffic signs tell cars where they can go and where they cann't,1.0,-NONE-ABAR-RC-,T,RC,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,EQ,EQ_ADJUNCT,tell
377,1,like traffic signs tell cars where they can go and where they cann't,2.0,-NONE-ABAR-RC-,T,RC,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-2,WHADVP,EQ,EQ_ADJUNCT,go
378,0,that tells boats where they can go.,1.0,-NONE-ABAR-RC-,T,RC,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,EQ,EQ_ADJUNCT,tells
379,0,because you cann't see any roads when you're out on the ocean.,1.0,-NONE-ABAR-RC-,T,RC,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,EQ,EQ_ADJUNCT,see
383,0,what is that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,ADJUNCT,ADJUNCT,WHNP-1-<INANIM>,WHNP,MQ,MQ_ADJUNCT,
392,0,do you know what this is?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,know
393,0,"this is the bee hive, where are the bees?",1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHADVP-1,WHADVP,MQ,MQ_OBJ,
394,0,hidden away where nobody'd be.,1.0,-NONE-ABAR-RC-,T,RC,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,EQ,EQ_ADJUNCT,hidden
404,0,what kind of noise do hedgehogs make besides squeaks?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,MQ,MQ_OBJ,
406,0,do you know what a duck says?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V2>,WHNP,EQ,EQ_OBJ,know
419,0,do you know what kind of bird that is?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,know
428,0,where do you want him to go now?,1.0,-NONE-ABAR-WH-,T,WH,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,MQ,MQ_ADJUNCT,
432,0,what's the elephant doing?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
441,0,what's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
444,0,what are you doing down there?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
483,0,what book would you like to look at?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V2>,WHNP,MQ,MQ_OBJ,
492,0,why don't you pick a book *NULL* you'd like to show Investigator?,2.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-2-<INANIM>-<PATIENT-V3>,WHNP,RC,RC_OBJ,
492,1,why don't you pick a book *NULL* you'd like to show Investigator?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHADVP-1,WHADVP,MQ,MQ_OBJ,
512,0,that's what it is.,1.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,
521,0,"let's see, where's the book about eating lunch?",1.0,-NONE-ABAR-WH-,T,WH,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,MQ,MQ_ADJUNCT,
523,0,I thought this was the one *NULL* you were talking about.,1.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V2>,WHNP,RC,RC_OBJ,
530,0,what are you wearing?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,MQ,MQ_OBJ,
541,0,"we have, she has a tape recorder that she plays all the time, and",1.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V2>,WHNP,RC,RC_OBJ,
543,0,which has led to great confusions.,1.0,-NONE-ABAR-RC-,T,RC,NP-2,NP,SUBJ,SUBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,EQ,EQ_SUBJ,
549,0,brought the tape player with her when she came.,1.0,-NONE-ABAR-RC-,T,RC,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,EQ,EQ_ADJUNCT,brought
557,0,what happened?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_SUBJ,
560,0,what's the baby doing?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<PATIENT-V1>,WHNP,MQ,MQ_OBJ,
564,0,what's he doing with them?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
570,0,he disappeared one morning when he should have been in bed.,1.0,-NONE-ABAR-RC-,T,RC,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,RC,RC_ADJUNCT,
574,0,"oh, that's mommy, what's she doing?",1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
579,0,do you know what that is?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,know
584,0,"what, what are they doing?",1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
592,0,do you know what these are?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,ADJUNCT,ADJUNCT,WHNP-1-<INANIM>,WHNP,EQ,EQ_ADJUNCT,know
604,0,"hi, who's that?",1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1,WHNP,MQ,MQ_OBJ,
617,0,where are they?,1.0,-NONE-ABAR-WH-,T,WH,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,MQ,MQ_ADJUNCT,
618,0,where are they?,1.0,-NONE-ABAR-WH-,T,WH,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,MQ,MQ_ADJUNCT,
620,0,what are they doing?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
622,0,where's the mommy?,1.0,-NONE-ABAR-WH-,T,WH,ADVP,ADVP,ADJUNCT,ADJUNCT,WHADVP-1,WHADVP,MQ,MQ_ADJUNCT,
624,0,who's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<ANIM>,WHNP,MQ,MQ_OBJ,
628,0,who's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<ANIM>,WHNP,MQ,MQ_OBJ,
630,0,who's this?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<ANIM>,WHNP,MQ,MQ_OBJ,
633,0,what's the name?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
636,0,how many tape players do you have?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
638,0,what other tape do you have?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
646,0,what color do you like best?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
647,0,what color do you like best?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V1>,WHNP,MQ,MQ_OBJ,
648,0,do you have one *NULL* you like best?,1.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>-<THEME-V2>,WHNP,RC,RC_OBJ,
650,0,what is it?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
660,0,what's that?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_OBJ,
662,0,"you want to see what's in the bag, don't you?",1.0,-NONE-ABAR-RC-,T,RC,NP,NP,OBJ,OBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_OBJ,see
667,0,what do you think is inside?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_SUBJ,think
668,0,what do you think is inside the bag?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>,WHNP,EQ,EQ_SUBJ,think
671,0,what's in the bag?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<INANIM>,WHNP,MQ,MQ_SUBJ,
674,0,who do you want to open it?,1.0,-NONE-ABAR-WH-,T,WH,NP,NP,SUBJ,SUBJ,WHNP-1-<ANIM>-<AGENT-V2>,WHNP,MQ,MQ_SUBJ,
