tree_id,sentence,has_trace,n_deps,final_labels_str,corpus
95,"yes, since Paul's playing with the barn.",False,0,NONE,brown-adam4up
96,"look, Adam.",False,0,NONE,brown-adam4up
97,"yes, Paul had the glasses on.",False,0,NONE,brown-adam4up
98,I don't think he'll let me.,False,0,NONE,brown-adam4up
99,yes.,False,0,NONE,brown-adam4up
100,how did you break your window?,True,1,MQ_ADJUNCT,brown-adam4up
101,what window?,False,0,NONE,brown-adam4up
102,where?,False,0,NONE,brown-adam4up
103,I don't think I understand what you're talking about?,True,1,EQ_OBJ,brown-adam4up
104,you mean the windshield like that?,False,0,NONE,brown-adam4up
105,on the car?,False,0,NONE,brown-adam4up
106,"oh yes, I don't know where that is.",True,1,EQ_ADJUNCT,brown-adam4up
107,what light?,False,0,NONE,brown-adam4up
108,oh yes.,False,0,NONE,brown-adam4up
109,I 'm sure it must be on.,False,0,NONE,brown-adam4up
110,you let him use that while you're driving the car?,False,0,NONE,brown-adam4up
111,yes.,False,0,NONE,brown-adam4up
112,I guess he was just measuring the string to see how long it was.,True,1,EQ_OBJ,brown-adam4up
113,you don't want anything in there?,False,0,NONE,brown-adam4up
114,this is a real microscope.,False,0,NONE,brown-adam4up
115,microscope.,False,0,NONE,brown-adam4up
116,don't you want to look through here first?,False,0,NONE,brown-adam4up
117,mmhm.,False,0,NONE,brown-adam4up
118,we need a small mirror.,False,0,NONE,brown-adam4up
119,"no, a tiny mirror.",False,0,NONE,brown-adam4up
120,we need something *NULL* to look at.,True,1,RC_OBJ,brown-adam4up
121,we could use a hair.,False,0,NONE,brown-adam4up
122,because we're going to look at it under a microscope.,False,0,NONE,brown-adam4up
123,I didn't bring him.,False,0,NONE,brown-adam4up
124,he came by himself.,False,0,NONE,brown-adam4up
125,he came in through the open door.,False,0,NONE,brown-adam4up
126,"Rinny, no no.",False,0,NONE,brown-adam4up
127,"no, I see some big ropes.",False,0,NONE,brown-adam4up
128,"Paul, no no.",False,0,NONE,brown-adam4up
129,can you look through that hole?,False,0,NONE,brown-adam4up
130,"no, look through the hole, honey.",False,0,NONE,brown-adam4up
131,did you see it?,False,0,NONE,brown-adam4up
132,"it's what you call a mechanical toy, yes.",True,1,EQ_OBJ,brown-adam4up
133,no no.,False,0,NONE,brown-adam4up
134,it does what?,False,0,NONE,brown-adam4up
135,"oh, I suppose it's something *NULL* you can make.",True,1,RC_OBJ,brown-adam4up
136,"different things, different shapes.",False,0,NONE,brown-adam4up
137,a what?,False,0,NONE,brown-adam4up
138,a fish cart?,False,0,NONE,brown-adam4up
139,why do you lock the animals up at night?,True,1,MQ_ADJUNCT,brown-adam4up
140,what kind of food do you have?,True,1,MQ_OBJ,brown-adam4up
141,what kind is that?,True,1,MQ_OBJ,brown-adam4up
142,I don't know what ice vanilla food is.,True,1,EQ_OBJ,brown-adam4up
143,what is it?,True,1,MQ_OBJ,brown-adam4up
144,let Paul have one.,False,0,NONE,brown-adam4up
145,can you do what?,False,0,NONE,brown-adam4up
146,what do you have?,True,1,MQ_OBJ,brown-adam4up
147,some what?,False,0,NONE,brown-adam4up
148,what kind of food?,False,0,NONE,brown-adam4up
149,a what?,False,0,NONE,brown-adam4up
150,what kind of head?,False,0,NONE,brown-adam4up
151,can you?,False,0,NONE,brown-adam4up
152,is it now a bicycle?,False,0,NONE,brown-adam4up
153,some what?,False,0,NONE,brown-adam4up
154,yes.,False,0,NONE,brown-adam4up
155,some for my little baby and Ursula.,False,0,NONE,brown-adam4up
156,"no, I didn't.",False,0,NONE,brown-adam4up
157,thank you.,False,0,NONE,brown-adam4up
158,alright.,False,0,NONE,brown-adam4up
159,what?,False,0,NONE,brown-adam4up
160,alright.,False,0,NONE,brown-adam4up
161,alright.,False,0,NONE,brown-adam4up
162,I have it.,False,0,NONE,brown-adam4up
163,it's alright.,False,0,NONE,brown-adam4up
164,does he want what?,False,0,NONE,brown-adam4up
165,kings?,False,0,NONE,brown-adam4up
166,what are those?,True,1,MQ_OBJ,brown-adam4up
167,and what will the poor cow do?,True,1,EQ_OBJ,brown-adam4up
168,you have two friends in there?,False,0,NONE,brown-adam4up
169,"how many shapes can you make with that, Adam?",True,1,MQ_OBJ,brown-adam4up
170,that's one.,False,0,NONE,brown-adam4up
171,"two, three.",False,0,NONE,brown-adam4up
172,"oh, you mean a crown.",False,0,NONE,brown-adam4up
173,you mean a fish net.,False,0,NONE,brown-adam4up
174,"oh, what will she do.",True,1,MQ_OBJ,brown-adam4up
175,poor little cow.,False,0,NONE,brown-adam4up
176,"oh, very good.",False,0,NONE,brown-adam4up
177,why don't you just sit on your bed.,True,1,MQ_ADJUNCT,brown-adam4up
178,"that's a doggie, isn't it?",False,0,NONE,brown-adam4up
179,"oh, he's swinging.",False,0,NONE,brown-adam4up
180,oh very.,False,0,NONE,brown-adam4up
181,careful of my long white beard.,False,0,NONE,brown-adam4up
182,do you live on a farm?,False,0,NONE,brown-adam4up
183,yes.,False,0,NONE,brown-adam4up
184,what's your name?,True,1,MQ_OBJ,brown-adam4up
185,dragon.,False,0,NONE,brown-adam4up
186,I never saw a dragon on a farm before.,False,0,NONE,brown-adam4up
187,do you live in a barnyard?,False,0,NONE,brown-adam4up
188,yes.,False,0,NONE,brown-adam4up
189,"clucko clucko clucko, do you live up in the mountains?",False,0,NONE,brown-adam4up
190,on the farm.,False,0,NONE,brown-adam4up
191,are you a baby dragon or a papa dragon?,False,0,NONE,brown-adam4up
192,yes.,False,0,NONE,brown-adam4up
193,I 'm a mommy chicken and I've got seventeen baby chicks.,False,0,NONE,brown-adam4up
194,hello.,False,0,NONE,brown-adam4up
195,you do.,False,0,NONE,brown-adam4up
196,I've never seen you on my farm.,False,0,NONE,brown-adam4up
197,"oh, where's your farm?",True,1,MQ_ADJUNCT,brown-adam4up
198,"oh, I see.",False,0,NONE,brown-adam4up
199,would you like some of my salt?,False,0,NONE,brown-adam4up
200,don't you eat my chickens.,False,0,NONE,brown-adam4up
201,you're a funny little boy.,False,0,NONE,brown-adam4up
202,"Mr Dragon, you don't like blocks?",False,0,NONE,brown-adam4up
203,ice.,False,0,NONE,brown-adam4up
204,do you get ice on the farm?,False,0,NONE,brown-adam4up
205,"oh no, that's my beard.",False,0,NONE,brown-adam4up
206,"oh please, don't, Mr Dragon.",False,0,NONE,brown-adam4up
207,it looks like a cow but I've never seen a cow with a beard.,False,0,NONE,brown-adam4up
208,it's a bull?,False,0,NONE,brown-adam4up
209,you've never seen one of those?,False,0,NONE,brown-adam4up
210,"oh, you have so.",False,0,NONE,brown-adam4up
211,let's put these up first.,False,0,NONE,brown-adam4up
212,I don't bring water in my bag.,False,0,NONE,brown-adam4up
213,why?,False,0,NONE,brown-adam4up
214,I couldn't carry it.,False,0,NONE,brown-adam4up
215,it would spill all over.,False,0,NONE,brown-adam4up
216,yes.,False,0,NONE,brown-adam4up
217,what did you do?,True,1,MQ_OBJ,brown-adam4up
218,no.,False,0,NONE,brown-adam4up
219,because then you cann't paint.,False,0,NONE,brown-adam4up
220,"no no, he's not bothering you.",False,0,NONE,brown-adam4up
221,he's just looking.,False,0,NONE,brown-adam4up
222,maybe Adam would like to paint his popsicle sticks.,False,0,NONE,brown-adam4up
223,here they all are.,False,0,NONE,brown-adam4up
224,dip the brush in paint lots of times so it's one color.,False,0,NONE,brown-adam4up
225,you could do all those colors.,False,0,NONE,brown-adam4up
226,roll it around until you get a good color.,False,0,NONE,brown-adam4up
227,oh yes.,False,0,NONE,brown-adam4up
228,put it back in the yellow.,False,0,NONE,brown-adam4up
229,you get nice thick colors.,False,0,NONE,brown-adam4up
230,"oh, that's pretty, Adam.",False,0,NONE,brown-adam4up
231,"oh, that's very pretty, Adam.",False,0,NONE,brown-adam4up
232,"yes, that's very very pretty, Adam.",False,0,NONE,brown-adam4up
233,"no no, you cann't have the paint.",False,0,NONE,brown-adam4up
234,no I don't think he needs it.,False,0,NONE,brown-adam4up
235,that would spoil the paints.,False,0,NONE,brown-adam4up
236,it's not a tricycle stick.,False,0,NONE,brown-adam4up
237,it's a popsicle stick.,False,0,NONE,brown-adam4up
238,you did.,False,0,NONE,brown-adam4up
239,the people in the factory where they make the popsicles put the,True,1,RC_ADJUNCT,brown-adam4up
240,and then you eat frozen whatever it is.,True,1,RC_OBJ,brown-adam4up
241,and then they throw the popsicle stick away.,False,0,NONE,brown-adam4up
242,yes.,False,0,NONE,brown-adam4up
243,"no, they shouldn't throw it on the sidewalk at all, should they?",False,0,NONE,brown-adam4up
244,that's where we found those.,True,1,EQ_ADJUNCT,brown-adam4up
245,that's right.,False,0,NONE,brown-adam4up
246,is that what you do?,True,1,EQ_OBJ,brown-adam4up
247,you do it.,False,0,NONE,brown-adam4up
248,what kind?,False,0,NONE,brown-adam4up
249,you mean what color?,False,0,NONE,brown-adam4up
250,did you make me blue?,False,0,NONE,brown-adam4up
251,know what that color is?,True,1,EQ_OBJ,brown-adam4up
252,is it?,False,0,NONE,brown-adam4up
253,I think it's brown too.,False,0,NONE,brown-adam4up
254,you may leave them there.,False,0,NONE,brown-adam4up
255,here's your can.,False,0,NONE,brown-adam4up
256,here's another one.,False,0,NONE,brown-adam4up
257,don't use so much water.,False,0,NONE,brown-adam4up
258,don't you need some color?,False,0,NONE,brown-adam4up
259,what is it?,True,1,MQ_OBJ,brown-adam4up
260,that's right.,False,0,NONE,brown-adam4up
261,alright.,False,0,NONE,brown-adam4up
262,how colored they are.,True,1,EQ_ADJUNCT,brown-adam4up
263,why don't you count them?,True,1,MQ_ADJUNCT,brown-adam4up
264,it doesn't have any paint on?,False,0,NONE,brown-adam4up
265,why didn't you put any paint on?,True,1,MQ_ADJUNCT,brown-adam4up
266,"wait, Adam, don't pull the bag in the water.",False,0,NONE,brown-adam4up
267,have you finished with the paint?,False,0,NONE,brown-adam4up
268,yes.,False,0,NONE,brown-adam4up
269,I 'm a nice what?,False,0,NONE,brown-adam4up
270,oh no.,False,0,NONE,brown-adam4up
271,oh no.,False,0,NONE,brown-adam4up
272,they're alright just like dat.,False,0,NONE,brown-adam4up
273,what are you looking for?,True,1,MQ_OBJ,brown-adam4up
274,that's right.,False,0,NONE,brown-adam4up
275,I thought you'd seen one of those before.,False,0,NONE,brown-adam4up
276,"careful, don't pull it so hard.",False,0,NONE,brown-adam4up
277,alright.,False,0,NONE,brown-adam4up
278,"would you like to see how many of these we found, Adam?",True,1,EQ_OBJ,brown-adam4up
279,I don't know if there's a whole set or not.,True,1,EQ_POLAR,brown-adam4up
280,it's to draw.,False,0,NONE,brown-adam4up
281,you need paper.,False,0,NONE,brown-adam4up
282,no no.,False,0,NONE,brown-adam4up
283,just write with it.,False,0,NONE,brown-adam4up
284,Rin.,False,0,NONE,brown-adam4up
285,let go.,False,0,NONE,brown-adam4up
286,you mean the scissors?,False,0,NONE,brown-adam4up
287,Rinny Rinny.,False,0,NONE,brown-adam4up
288,you can only use one thing at a time.,False,0,NONE,brown-adam4up
289,"what do you mean, Adam?",True,1,MQ_OBJ,brown-adam4up
290,watch your fingers.,False,0,NONE,brown-adam4up
291,"no no, Adam.",False,0,NONE,brown-adam4up
292,Rinny.,False,0,NONE,brown-adam4up
293,what're you going to make?,True,1,MQ_OBJ,brown-adam4up
294,"he said please, don't have a car run over me.",False,0,NONE,brown-adam4up
295,"you going To bite it to pieces, Rinny?",False,0,NONE,brown-adam4up
296,Rinny!,False,0,NONE,brown-adam4up
297,"go back, Rinny.",False,0,NONE,brown-adam4up
298,it's like a foot rest.,False,0,NONE,brown-adam4up
299,Rinny.,False,0,NONE,brown-adam4up
300,what're you doing back in there?,True,1,MQ_OBJ,brown-adam4up
301,"you just cann't stay out, can you?",False,0,NONE,brown-adam4up
302,that was an accident.,False,0,NONE,brown-adam4up
303,honey.,False,0,NONE,brown-adam4up
304,no thank you.,False,0,NONE,brown-adam4up
305,I don't know what ice vanilla is.,True,1,EQ_OBJ,brown-adam4up
306,you mean vanilla ice?,False,0,NONE,brown-adam4up
307,you're building a house.,False,0,NONE,brown-adam4up
308,I was talking to Paul just then.,False,0,NONE,brown-adam4up
309,but I 'm talking to you right now.,False,0,NONE,brown-adam4up
310,what're you doing?,True,1,MQ_OBJ,brown-adam4up
311,"no toy in your mouth, Paulie.",False,0,NONE,brown-adam4up
312,no no.,False,0,NONE,brown-adam4up
313,thank you.,False,0,NONE,brown-adam4up
314,"well, how will you get the blocks out when you want them.",True,2,EQ_ADJUNCT;MQ_ADJUNCT,brown-adam4up
315,"no, you may not.",False,0,NONE,brown-adam4up
316,if you keep every thing that she has what would she have for,True,2,EQ_POLAR;RC_OBJ,brown-adam4up
317,you what?,False,0,NONE,brown-adam4up
318,"no, I don't think his tail goes on his head.",False,0,NONE,brown-adam4up
319,I don't think so.,False,0,NONE,brown-adam4up
320,no.,False,0,NONE,brown-adam4up
321,there are lots of other pieces around.,False,0,NONE,brown-adam4up
322,"no, on the floor.",False,0,NONE,brown-adam4up
323,go over there so you willn't jump on us.,False,0,NONE,brown-adam4up
324,"well, what're you doing?",True,1,MQ_OBJ,brown-adam4up
325,put your pajamas the floor.,False,0,NONE,brown-adam4up
326,that's right.,False,0,NONE,brown-adam4up
327,what're you doing?,True,1,MQ_OBJ,brown-adam4up
328,trying to break it?,False,0,NONE,brown-adam4up
329,why would you break it?,True,1,MQ_ADJUNCT,brown-adam4up
330,yes.,False,0,NONE,brown-adam4up
331,I have some money.,False,0,NONE,brown-adam4up
332,"no no, Paul cann't have any.",False,0,NONE,brown-adam4up
333,"I don't think I need money, thank you.",False,0,NONE,brown-adam4up
334,thank you.,False,0,NONE,brown-adam4up
335,what did you buy?,True,1,MQ_OBJ,brown-adam4up
336,how much money do you have?,True,1,MQ_OBJ,brown-adam4up
337,how can you save your money if you put it in there.,True,2,EQ_POLAR;MQ_ADJUNCT,brown-adam4up
338,how can you save your money if you put it in there.,True,2,EQ_POLAR;MQ_ADJUNCT,brown-adam4up
339,let's see how much money you have?,True,1,EQ_OBJ,brown-adam4up
340,sixty dollars?,False,0,NONE,brown-adam4up
341,what would you do with sixty dollars.,True,1,MQ_OBJ,brown-adam4up
342,what man?,False,0,NONE,brown-adam4up
343,"good morning, sir, what could I help you with this morning?",True,1,MQ_OBJ,brown-adam4up
344,"one dollars, two dollars, three, four, five.",False,0,NONE,brown-adam4up
345,five dollars.,False,0,NONE,brown-adam4up
346,fifty.,False,0,NONE,brown-adam4up
347,you didn't give me enough.,False,0,NONE,brown-adam4up
348,I said five.,False,0,NONE,brown-adam4up
349,"well, if you don't want to buy my food then you just put it back on.",True,1,EQ_POLAR,brown-adam4up
350,you only gave me one dollar.,False,0,NONE,brown-adam4up
351,alright.,False,0,NONE,brown-adam4up
352,you left your pocketbook.,False,0,NONE,brown-adam4up
353,"well, you should always take that because that has your money in",False,0,NONE,brown-adam4up
354,it's alright.,False,0,NONE,brown-adam4up
355,you paid me enough money.,False,0,NONE,brown-adam4up
356,you're welcome.,False,0,NONE,brown-adam4up
357,thank you.,False,0,NONE,brown-adam4up
358,what do you need?,True,1,MQ_OBJ,brown-adam4up
359,"careful, don't hurt Paul.",False,0,NONE,brown-adam4up
360,what will she have to bring next time?,True,1,MQ_OBJ,brown-adam4up
361,that's Adam's pocketbook.,False,0,NONE,brown-adam4up
362,you're going to serve us out here.,False,0,NONE,brown-adam4up
363,if I want some more what?,True,1,EQ_POLAR,brown-adam4up
364,"let him have the car, honey.",False,0,NONE,brown-adam4up
365,"that's one penny, please.",False,0,NONE,brown-adam4up
366,thank you.,False,0,NONE,brown-adam4up
367,I don't give money out in the store.,False,0,NONE,brown-adam4up
368,I just sell food.,False,0,NONE,brown-adam4up
369,is this your dollar?,False,0,NONE,brown-adam4up
370,"alright, I'll give you thirty cents back.",False,0,NONE,brown-adam4up
371,thank you.,False,0,NONE,brown-adam4up
372,that's alright.,False,0,NONE,brown-adam4up
373,I'll sell it to you for fifty cents.,False,0,NONE,brown-adam4up
374,you don't have to have a dollar.,False,0,NONE,brown-adam4up
375,don't you have fifty cents?,False,0,NONE,brown-adam4up
376,that's the biggest round one.,False,0,NONE,brown-adam4up
377,what?,False,0,NONE,brown-adam4up
378,it's in the bank.,False,0,NONE,brown-adam4up
379,in the bank.,False,0,NONE,brown-adam4up
380,mmhm.,False,0,NONE,brown-adam4up
381,how can I give people any change?,True,1,MQ_ADJUNCT,brown-adam4up
382,"no, I don't.",False,0,NONE,brown-adam4up
383,yes.,False,0,NONE,brown-adam4up
384,we went swimming nearly every day.,False,0,NONE,brown-adam4up
385,if you say so.,True,1,EQ_POLAR,brown-adam4up
386,"oh, at camp?",False,0,NONE,brown-adam4up
387,"oh, really.",False,0,NONE,brown-adam4up
388,which one do you think I should use?,True,1,EQ_OBJ,brown-adam4up
389,alright.,False,0,NONE,brown-adam4up
390,here's your pencil.,False,0,NONE,brown-adam4up
391,this what?,False,0,NONE,brown-adam4up
392,"what can you make with those, Adam?",True,1,MQ_OBJ,brown-adam4up
393,did she tell you you could go in there?,False,0,NONE,brown-adam4up
394,that's to help you learn how to count.,True,1,EQ_ADJUNCT,brown-adam4up
395,number fun.,False,0,NONE,brown-adam4up
396,push one up.,False,0,NONE,brown-adam4up
397,count them.,False,0,NONE,brown-adam4up
398,how many?,False,0,NONE,brown-adam4up
399,count again.,False,0,NONE,brown-adam4up
400,one and one make what?,False,0,NONE,brown-adam4up
401,so how many should you have up?,True,1,MQ_OBJ,brown-adam4up
402,that's right.,False,0,NONE,brown-adam4up
403,you should have three up.,False,0,NONE,brown-adam4up
404,not three more.,False,0,NONE,brown-adam4up
405,make it look like that one.,False,0,NONE,brown-adam4up
406,does it look exactly like that?,False,0,NONE,brown-adam4up
407,I think you've got one too many.,False,0,NONE,brown-adam4up
408,maybe on another page you'll use the other ones.,False,0,NONE,brown-adam4up
409,how many little puppies over here?,False,0,NONE,brown-adam4up
410,one two three four on your number fun,False,0,NONE,brown-adam4up
411,"yes, that's a bee hive.",False,0,NONE,brown-adam4up
412,can you make it look like that?,False,0,NONE,brown-adam4up
413,that's right.,False,0,NONE,brown-adam4up
414,count each one only once.,False,0,NONE,brown-adam4up
415,one two.,False,0,NONE,brown-adam4up
416,count this one.,False,0,NONE,brown-adam4up
417,two.,False,0,NONE,brown-adam4up
418,how many do you need to push up?,True,1,MQ_OBJ,brown-adam4up
419,this is six over here.,False,0,NONE,brown-adam4up
420,make it look like that.,False,0,NONE,brown-adam4up
421,make it look like that.,False,0,NONE,brown-adam4up
422,like this?,False,0,NONE,brown-adam4up
423,how many school children will be late?,True,1,MQ_SUBJ,brown-adam4up
424,count them.,False,0,NONE,brown-adam4up
425,how many?,False,0,NONE,brown-adam4up
426,this is what eight will look like.,True,1,EQ_OBJ,brown-adam4up
427,now all the shiny cars in a line.,False,0,NONE,brown-adam4up
428,I don't think that's right.,False,0,NONE,brown-adam4up
429,let's try it again.,False,0,NONE,brown-adam4up
430,but you counted that one twice.,False,0,NONE,brown-adam4up
431,that's only one car.,False,0,NONE,brown-adam4up
432,watch what you're doing.,True,1,EQ_OBJ,brown-adam4up
433,is that what you do?,True,1,EQ_OBJ,brown-adam4up
434,look here.,False,0,NONE,brown-adam4up
435,"you willn't have any green ones, will you?",False,0,NONE,brown-adam4up
436,"no no, don't pull on the book, Paulie.",False,0,NONE,brown-adam4up
437,"oh no, you're alright.",False,0,NONE,brown-adam4up
438,we haven't done this page.,False,0,NONE,brown-adam4up
439,"fishes swimming, count all ten.",False,0,NONE,brown-adam4up
440,but you didn't count this one.,False,0,NONE,brown-adam4up
441,that's for that one.,False,0,NONE,brown-adam4up
442,how many do you have up there?,True,1,MQ_OBJ,brown-adam4up
443,count them before they run away.,False,0,NONE,brown-adam4up
444,"no, Paulie, no no.",False,0,NONE,brown-adam4up
445,tell me how many have you found.,True,1,EQ_OBJ,brown-adam4up
446,can you count the toys?,False,0,NONE,brown-adam4up
447,twenty homes are here in this town.,False,0,NONE,brown-adam4up
448,"two red counters up, all green counters down.",False,0,NONE,brown-adam4up
449,you have eighteen there.,False,0,NONE,brown-adam4up
450,did you see this?,False,0,NONE,brown-adam4up
451,eighteen sheep inside the gate.,False,0,NONE,brown-adam4up
452,"red counter, one green, counters eight.",False,0,NONE,brown-adam4up
453,now we're all finished.,False,0,NONE,brown-adam4up
454,alright.,False,0,NONE,brown-adam4up
455,you do it by yourself this time.,False,0,NONE,brown-adam4up
456,can you count?,False,0,NONE,brown-adam4up
457,she's handing you something.,False,0,NONE,brown-adam4up
458,I don't know.,False,0,NONE,brown-adam4up
459,what do you think they're for?,True,1,EQ_OBJ,brown-adam4up
460,you can make designs with them.,False,0,NONE,brown-adam4up
461,"let him look, honey.",False,0,NONE,brown-adam4up
462,"oh, another one broken.",False,0,NONE,brown-adam4up
463,I need a new one.,False,0,NONE,brown-adam4up
464,what happened?,True,1,MQ_SUBJ,brown-adam4up
465,is that a large one or a small one?,False,0,NONE,brown-adam4up
466,you can put them in all different directions.,False,0,NONE,brown-adam4up
467,a direction with this?,False,0,NONE,brown-adam4up
468,here's some more.,False,0,NONE,brown-adam4up
469,more rubber bands there.,False,0,NONE,brown-adam4up
470,what're you making with the long one?,True,1,MQ_OBJ,brown-adam4up
471,what did you make?,True,1,MQ_OBJ,brown-adam4up
472,why don't you use the small ones?,True,1,MQ_ADJUNCT,brown-adam4up
473,you don't have to stretch them very far.,False,0,NONE,brown-adam4up
474,hmm?,False,0,NONE,brown-adam4up
475,mmhm.,False,0,NONE,brown-adam4up
476,do you know what a design is?,True,1,EQ_OBJ,brown-adam4up
477,designs are different shapes of things.,False,0,NONE,brown-adam4up
478,what is that *NULL* you're making?,True,2,MQ_OBJ;RC_OBJ,brown-adam4up
479,a boat.,False,0,NONE,brown-adam4up
480,two motor boats.,False,0,NONE,brown-adam4up
481,ok.,False,0,NONE,brown-adam4up
482,what is that *NULL* you're making?,True,2,MQ_OBJ;RC_OBJ,brown-adam4up
483,what?,False,0,NONE,brown-adam4up
484,"oh, two big boats.",False,0,NONE,brown-adam4up
485,I cann't see.,False,0,NONE,brown-adam4up
486,put them around here.,False,0,NONE,brown-adam4up
487,a design doesn't have to be something.,False,0,NONE,brown-adam4up
488,it can just be a shape that you think is pretty.,True,1,RC_SUBJ,brown-adam4up
489,I think Paul put one on.,False,0,NONE,brown-adam4up
